hhid,hv001,hv002,hv005,hv009,hv024,hv025,hv201,hv205,hv206,hv270,hv271,serv_1,serv_2,serv_3,sat_1,sat_2,sat_3,ctx_infra_index,y_wellbeing
0044 024,44,24,971943,5,1,1,31,22,1,2,-38454,3,3,2,2,2,2,-1.038,2.593
0044 025,44,25,1087026,5,1,1,11,12,0,3,-7465,3,4,4,4,2,3,-1.038,2.451
0045 001,45,1,875877,3,1,1,31,11,1,3,-10756,3,3,3,3,2,3,-0.79,1.518
0045 002,45,2,989839,5,1,1,11,22,0,4,31775,3,4,4,4,4,4,-0.79,3.35
0045 003,45,3,973165,2,1,1,31,12,1,2,-76680,4,3,3,3,2,3,-0.79,2.764
0045 004,45,4,1053520,5,1,1,21,12,0,1,-137904,5,4,4,4,4,3,-0.79,3.059
0045 005,45,5,822217,6,1,1,13,21,1,4,74140,3,3,3,3,3,3,-0.79,1.772
0045 006,45,6,804540,3,1,1,21,11,0,1,-116470,3,3,3,3,2,3,-0.79,1.39
0045 007,45,7,1044938,2,1,1,31,12,0,1,-129938,4,3,4,3,3,3,-0.79,2.64
0045 008,45,8,983096,6,1,1,21,11,0,1,-169570,2,4,3,2,1,2,-0.79,1.085
0045 009,45,9,932309,7,1,1,11,21,1,4,33328,3,3,3,3,3,4,-0.79,1.659
0045 010,45,10,1137110,6,1,1,12,11,0,1,-103180,3,4,3,3,2,3,-0.79,2.125
0045 011,45,11,1104212,4,1,1,32,22,0,1,-123420,2,4,3,3,4,4,-0.79,2.775
0045 012,45,12,1191452,4,1,1,21,22,0,1,-115021,2,3,3,3,3,3,-0.79,1.77
0045 013,45,13,980787,7,1,1,31,12,0,2,-82882,4,4,3,4,4,4,-0.79,3.593
0045 014,45,14,1057720,5,1,1,12,31,0,2,-64054,3,4,3,2,2,3,-0.79,2.003
0045 015,45,15,1220149,3,1,1,21,11,0,3,2524,3,4,3,4,4,4,-0.79,3.797
0045 016,45,16,863734,5,1,1,31,31,0,2,-67378,2,1,2,3,2,3,-0.79,2.63
0045 017,45,17,961589,4,1,1,11,21,1,3,24097,4,4,3,3,3,3,-0.79,2.844
0045 018,45,18,837511,4,1,1,13,31,0,3,-27359,3,3,3,2,3,2,-0.79,3.1
0045 019,45,19,817143,4,1,1,13,21,0,3,11300,3,3,3,3,2,4,-0.79,0.542
0045 020,45,20,1004812,8,1,1,12,11,1,4,52327,5,4,4,3,3,3,-0.79,0.835
0045 021,45,21,1150892,7,1,1,11,11,0,2,-50898,3,3,2,4,4,3,-0.79,4.054
0045 022,45,22,814907,9,1,1,12,12,0,2,-35387,4,3,4,2,4,3,-0.79,2.13
0045 023,45,23,746999,5,1,1,31,31,0,3,-27575,4,3,4,4,3,3,-0.79,2.699
0045 024,45,24,1188549,6,1,1,13,22,0,1,-118395,2,3,3,3,3,3,-0.79,2.135
0045 025,45,25,1075551,7,1,1,12,21,1,4,80218,3,4,4,3,4,4,-0.79,2.892
0046 001,46,1,1022046,4,1,1,11,31,1,3,6106,4,3,4,3,3,3,-0.065,2.365
0046 002,46,2,1005335,8,1,1,12,21,1,1,-128046,4,4,4,2,2,2,-0.065,2.37
0046 003,46,3,936650,5,1,1,12,22,1,4,40017,4,4,3,4,3,3,-0.065,4.087
0046 004,46,4,997111,8,1,1,12,21,0,3,23814,2,3,3,5,4,4,-0.065,3.946
0046 005,46,5,969104,8,1,1,12,31,1,3,12229,3,3,3,4,3,3,-0.065,3.374
0046 006,46,6,914225,1,1,1,11,22,0,3,24020,5,4,4,3,3,3,-0.065,2.808
0046 007,46,7,1318980,3,1,1,31,21,1,5,117058,4,4,4,4,4,4,-0.065,5.556
0046 008,46,8,973948,4,1,1,32,21,1,4,83080,4,3,4,3,3,3,-0.065,5.07
0046 009,46,9,964582,5,1,1,11,12,1,3,9923,4,4,4,2,3,3,-0.065,2.609
0046 010,46,10,877006,5,1,1,32,11,0,2,-72348,2,2,3,2,2,2,-0.065,3.634
0046 011,46,11,871335,5,1,1,11,31,1,5,201470,4,4,4,3,3,3,-0.065,2.813
0046 012,46,12,1051550,6,1,1,21,11,1,4,98551,4,5,3,4,4,5,-0.065,3.256
0046 013,46,13,942815,4,1,1,13,31,0,3,-3224,3,4,4,5,4,4,-0.065,3.449
0046 014,46,14,875840,4,1,1,11,12,1,4,34404,3,4,3,2,2,3,-0.065,3.835
0046 015,46,15,1046271,2,1,1,32,21,1,4,51005,3,3,4,4,3,4,-0.065,3.076
0046 016,46,16,1050864,6,1,1,13,31,0,2,-82947,4,4,4,3,3,3,-0.065,4.622
0046 017,46,17,965900,3,1,1,11,21,0,3,4676,3,3,3,2,3,2,-0.065,3.347
0046 018,46,18,1130770,7,1,1,11,21,1,3,27728,3,4,3,3,4,4,-0.065,2.589
0046 019,46,19,1086577,3,1,1,11,31,1,3,-3731,4,4,3,3,3,4,-0.065,3.684
0046 020,46,20,1129470,5,1,1,12,12,1,2,-82864,4,5,3,4,3,3,-0.065,2.959
0046 021,46,21,861644,6,1,1,12,21,1,5,113055,5,4,5,4,4,4,-0.065,4.794
0046 022,46,22,1122146,5,1,1,32,12,0,2,-80543,2,2,2,3,2,2,-0.065,3.529
0046 023,46,23,1121151,5,1,1,21,12,1,3,8226,3,3,3,2,3,3,-0.065,2.702
0046 024,46,24,749964,4,1,1,31,22,0,4,78278,2,3,3,3,2,3,-0.065,5.198
0046 025,46,25,981646,7,1,1,31,31,1,4,66915,4,4,5,2,2,2,-0.065,1.209
0047 001,47,1,1093305,8,1,1,13,22,1,5,103816,3,4,3,3,2,3,0.003,2.432
0047 002,47,2,1144595,8,1,1,21,11,1,4,63648,4,4,3,4,4,4,0.003,2.555
0047 003,47,3,1125936,6,1,1,12,21,0,1,-125544,4,4,4,2,2,2,0.003,0.894
0047 004,47,4,804521,4,1,1,32,12,1,4,57670,4,5,5,4,3,4,0.003,2.455
0047 005,47,5,1018097,3,1,1,12,12,0,3,-11405,3,3,3,3,3,3,0.003,2.288
0047 006,47,6,1138065,5,1,1,32,22,0,2,-47444,3,3,3,4,3,3,0.003,2.102
0047 007,47,7,1099162,3,1,1,31,21,1,4,74437,3,4,3,3,3,4,0.003,3.035
0047 008,47,8,1189938,7,1,1,12,22,1,4,80862,4,3,3,3,3,3,0.003,2.135
0047 009,47,9,1122265,2,1,1,11,12,1,3,-4806,5,4,4,4,4,4,0.003,2.619
0047 010,47,10,1075804,5,1,1,31,12,0,4,52548,3,3,3,3,3,3,0.003,4.0
0047 011,47,11,916197,4,1,1,11,11,0,1,-139479,4,4,4,4,3,3,0.003,1.81
0047 012,47,12,912256,5,1,1,12,11,1,3,-4398,4,3,5,2,3,3,0.003,1.705
0047 013,47,13,995797,8,1,1,32,11,1,3,-6190,3,3,3,3,3,4,0.003,2.778
0047 014,47,14,1004376,6,1,1,12,31,1,3,16173,4,5,4,4,4,3,0.003,1.695
0047 015,47,15,1030664,5,1,1,32,12,1,5,153879,4,3,4,4,2,3,0.003,3.553
0047 016,47,16,1063741,10,1,1,32,11,1,5,153811,4,3,3,3,4,4,0.003,2.206
0047 017,47,17,1057636,6,1,1,21,31,1,3,-9668,3,4,3,2,3,3,0.003,4.12
0047 018,47,18,805896,3,1,1,21,22,0,1,-111411,3,3,3,2,3,2,0.003,2.122
0047 019,47,19,723098,15,1,1,13,12,1,5,122198,4,4,4,5,4,4,0.003,3.944
0047 020,47,20,897105,5,1,1,21,11,0,2,-85412,4,4,4,3,3,3,0.003,2.714
0047 021,47,21,992923,9,1,1,11,21,0,2,-59490,4,4,4,4,4,4,0.003,1.787
0047 022,47,22,1061756,5,1,1,21,11,1,3,27173,3,3,3,2,2,2,0.003,3.173
0047 023,47,23,914965,7,1,1,13,12,0,1,-119586,4,4,4,3,2,3,0.003,2.624
0047 024,47,24,760994,3,1,1,13,11,0,3,-774,3,3,2,4,4,4,0.003,1.897
0047 025,47,25,1162853,3,1,1,32,21,1,3,-3576,3,3,4,2,3,3,0.003,2.043
0048 001,48,1,1008933,7,1,1,21,21,0,2,-49479,3,3,3,2,3,3,0.387,3.316
0048 002,48,2,1053979,5,1,1,11,21,0,3,919,4,4,4,3,3,4,0.387,1.88
0048 003,48,3,1016247,3,1,1,11,21,1,4,80622,4,3,3,3,2,3,0.387,1.56
0048 004,48,4,1184474,8,1,1,31,31,1,4,35626,4,4,3,4,3,3,0.387,4.565
0048 005,48,5,1063103,5,1,1,12,31,0,4,68839,3,3,4,4,4,4,0.387,2.979
0048 006,48,6,1065427,8,1,1,31,22,1,2,-83405,4,4,5,2,3,3,0.387,2.607
0048 007,48,7,888823,5,1,1,11,11,1,4,51985,5,4,5,4,4,4,0.387,2.58
0048 008,48,8,1063194,3,1,1,21,11,1,2,-30300,4,4,3,4,4,4,0.387,4.068
0048 009,48,9,961721,4,1,1,11,11,1,5,191372,3,3,3,3,3,3,0.387,0.832
0048 010,48,10,934252,7,1,1,21,12,1,3,-801,4,4,4,4,4,4,0.387,2.52
0048 011,48,11,923896,3,1,1,21,12,0,4,69421,2,3,2,2,2,2,0.387,3.38
0048 012,48,12,1079924,7,1,1,11,11,1,5,106552,4,4,4,4,4,5,0.387,4.731
0048 013,48,13,1016061,8,1,1,21,12,0,2,-48689,4,4,4,4,4,4,0.387,2.567
0048 014,48,14,1048912,3,1,1,13,12,1,4,75309,4,4,4,3,3,3,0.387,1.869
0048 015,48,15,725645,5,1,1,31,21,1,2,-46052,4,4,4,4,2,3,0.387,2.766
0048 016,48,16,836045,4,1,1,21,12,1,4,72582,4,4,5,4,4,4,0.387,3.35
0048 017,48,17,844158,8,1,1,31,11,1,5,123887,4,4,4,3,3,3,0.387,3.059
0048 018,48,18,1095927,5,1,1,21,12,0,2,-66893,4,4,4,2,3,3,0.387,1.677
0048 019,48,19,1123057,5,1,1,31,11,1,5,150634,4,4,4,4,4,5,0.387,3.813
0048 020,48,20,645001,7,1,1,31,12,0,4,91114,3,3,3,4,3,3,0.387,4.371
0048 021,48,21,973394,5,1,1,11,21,0,2,-59961,4,4,4,3,3,2,0.387,0.862
0048 022,48,22,1110633,5,1,1,12,22,1,4,61108,3,2,3,4,4,4,0.387,2.888
0048 023,48,23,1158470,6,1,1,31,21,1,4,78259,4,3,3,3,3,3,0.387,3.58
0048 024,48,24,988385,4,1,1,31,21,1,4,98317,3,2,3,3,2,2,0.387,3.847
0048 025,48,25,985605,6,1,1,12,21,0,3,5139,4,4,4,4,3,4,0.387,2.955
0049 001,49,1,992013,6,1,1,31,21,1,5,126593,4,3,2,4,3,4,0.212,2.875
0049 002,49,2,1037079,4,1,1,13,21,1,3,24201,4,4,3,4,4,3,0.212,4.537
0049 003,49,3,943195,9,1,1,32,21,0,3,26669,3,3,3,4,4,4,0.212,2.808
0049 004,49,4,1139211,9,1,1,11,12,1,3,-14210,4,4,4,4,4,3,0.212,2.996
0049 005,49,5,951719,3,1,1,11,11,1,4,81369,5,5,4,3,3,4,0.212,4.091
0049 006,49,6,980283,6,1,1,11,12,0,3,-16187,4,4,4,2,4,3,0.212,4.001
0049 007,49,7,1018903,7,1,1,12,11,1,2,-41809,3,2,3,3,3,3,0.212,3.584
0049 008,49,8,1008731,5,1,1,12,11,1,3,-19547,5,5,4,3,4,4,0.212,4.354
0049 009,49,9,847947,4,1,1,11,12,0,2,-52546,4,3,4,2,3,3,0.212,0.873
0049 010,49,10,745504,5,1,1,32,21,0,3,3669,4,3,3,2,3,3,0.212,5.183
0049 011,49,11,1042352,4,1,1,21,12,1,3,12182,4,3,3,3,4,3,0.212,3.554
0049 012,49,12,1115985,4,1,1,11,12,1,2,-69835,4,4,4,3,4,3,0.212,2.429
0049 013,49,13,909295,4,1,1,12,21,1,5,247806,3,4,3,4,3,4,0.212,5.712
0049 014,49,14,1125958,4,1,1,21,21,1,4,71159,4,4,4,4,4,4,0.212,3.128
0049 015,49,15,1161403,2,1,1,32,21,1,3,24615,3,3,3,3,3,3,0.212,3.751
0049 016,49,16,1023931,6,1,1,31,11,1,4,43677,4,5,4,4,4,4,0.212,2.072
0049 017,49,17,858910,3,1,1,12,22,0,3,-10786,3,2,3,2,3,3,0.212,3.599
0049 018,49,18,957048,2,1,1,31,22,1,5,108764,3,3,3,3,2,3,0.212,1.383
0049 019,49,19,955025,4,1,1,21,12,1,2,-40946,4,4,3,3,3,3,0.212,3.274
0049 020,49,20,900947,4,1,1,21,12,0,2,-70061,3,3,3,4,4,3,0.212,4.522
0049 021,49,21,804460,7,1,1,31,21,1,4,38583,3,3,3,4,2,3,0.212,3.726
0049 022,49,22,1022008,6,1,1,21,12,0,2,-88924,3,2,2,3,3,3,0.212,3.746
0049 023,49,23,1061825,6,1,1,32,21,1,3,-5866,3,4,4,4,4,4,0.212,4.172
0049 024,49,24,1204476,4,1,1,11,21,0,2,-54977,3,4,3,3,3,3,0.212,4.192
0049 025,49,25,862296,4,1,1,21,12,1,3,-28834,4,4,4,4,4,4,0.212,3.417
0050 001,50,1,913180,6,1,1,21,31,1,3,21274,4,3,4,3,4,3,1.128,5.254
0050 002,50,2,1052423,4,1,1,32,12,0,3,15103,4,4,3,2,2,2,1.128,3.155
0050 003,50,3,935360,3,1,1,12,11,0,4,75008,3,3,2,3,3,3,1.128,2.276
0050 004,50,4,1202355,3,1,1,13,21,1,5,110404,4,4,5,4,3,3,1.128,4.271
0050 005,50,5,1048630,9,1,1,21,11,0,4,38514,4,4,4,3,4,4,1.128,3.149
0050 006,50,6,819999,8,1,1,31,11,1,5,153060,4,4,4,4,4,4,1.128,4.917
0050 007,50,7,1030501,5,1,1,31,11,1,5,215079,4,4,4,4,4,3,1.128,3.912
0050 008,50,8,1127466,5,1,1,21,12,1,1,-120762,4,4,4,3,4,3,1.128,5.23
0050 009,50,9,950380,7,1,1,21,11,1,3,21632,3,4,5,5,4,4,1.128,5.256
0050 010,50,10,1069814,3,1,1,32,21,1,4,32371,4,5,4,2,2,3,1.128,3.636
0050 011,50,11,950364,6,1,1,13,22,1,5,184449,3,3,3,2,2,3,1.128,3.225
0050 012,50,12,1094958,3,1,1,31,22,1,3,25126,4,4,4,4,3,4,1.128,5.058
0050 013,50,13,819893,2,1,1,12,31,1,4,40587,4,3,4,3,3,3,1.128,3.348
0050 014,50,14,975370,9,1,1,32,21,1,3,5336,3,3,3,3,4,4,1.128,4.652
0050 015,50,15,1098897,2,1,1,21,22,0,4,31102,2,3,4,2,3,2,1.128,4.151
0050 016,50,16,1115751,6,1,1,21,12,1,5,269384,4,4,4,3,4,3,1.128,3.57
0050 017,50,17,1109749,5,1,1,32,21,0,3,-1386,3,3,3,4,4,4,1.128,3.719
0050 018,50,18,971144,7,1,1,31,22,0,3,-5168,2,3,3,3,3,4,1.128,2.166
0050 019,50,19,935173,3,1,1,12,12,0,3,4457,3,4,4,4,3,4,1.128,4.744
0050 020,50,20,1109637,3,1,1,21,11,1,5,140307,3,3,3,4,4,3,1.128,4.664
0050 021,50,21,1038956,5,1,1,31,21,1,3,11457,3,3,3,4,3,4,1.128,3.843
0050 022,50,22,634456,4,1,1,12,11,1,5,126399,4,4,4,3,3,2,1.128,4.12
0050 023,50,23,1135177,7,1,1,12,31,1,5,105219,4,3,4,4,4,4,1.128,3.307
0050 024,50,24,1182841,9,1,1,31,11,1,5,113234,4,5,5,4,4,3,1.128,5.175
0050 025,50,25,1084580,4,1,1,12,22,1,5,190415,4,4,4,4,4,4,1.128,5.53
0051 001,51,1,894826,3,1,1,12,12,0,3,-19314,4,3,3,2,3,3,-0.131,2.464
0051 002,51,2,1039010,6,1,1,11,12,1,2,-41873,4,4,4,4,4,4,-0.131,4.519
0051 003,51,3,962800,6,1,1,31,21,1,3,28166,2,3,3,4,4,3,-0.131,3.778
0051 004,51,4,924238,4,1,1,21,11,0,3,28398,4,4,4,3,3,3,-0.131,2.399
0051 005,51,5,1028476,6,1,1,13,22,0,2,-82987,3,3,3,4,4,4,-0.131,5.552
0051 006,51,6,1063751,6,1,1,31,31,0,2,-70528,2,3,3,3,3,1,-0.131,2.15
0051 007,51,7,1104619,3,1,1,21,31,1,4,43986,4,4,4,2,3,2,-0.131,2.127
0051 008,51,8,1031564,5,1,1,21,11,0,1,-182778,3,4,3,3,4,3,-0.131,5.731
0051 009,51,9,1016487,2,1,1,32,31,1,5,182620,4,5,5,3,4,4,-0.131,5.304
0051 010,51,10,1002032,4,1,1,21,21,1,3,-16029,3,2,3,4,4,3,-0.131,4.891
0051 011,51,11,984757,5,1,1,21,22,1,4,55386,4,4,3,3,3,3,-0.131,3.146
0051 012,51,12,968838,5,1,1,11,21,1,3,-5662,4,3,3,3,3,3,-0.131,3.622
0051 013,51,13,1098901,4,1,1,21,22,1,4,46675,4,5,4,4,4,3,-0.131,3.3
0051 014,51,14,1247413,6,1,1,31,22,0,1,-133097,2,3,3,4,4,4,-0.131,3.772
0051 015,51,15,862317,5,1,1,31,12,1,3,16331,3,2,3,3,3,2,-0.131,2.645
0051 016,51,16,999830,7,1,1,32,11,1,4,54247,2,3,3,3,3,3,-0.131,5.953
0051 017,51,17,720627,4,1,1,32,22,1,3,21903,3,4,4,3,3,3,-0.131,3.673
0051 018,51,18,989527,3,1,1,11,31,1,4,62961,4,4,4,4,3,3,-0.131,3.585
0051 019,51,19,1035194,8,1,1,32,12,1,2,-81809,3,4,4,1,1,1,-0.131,4.227
0051 020,51,20,966626,5,1,1,11,11,1,3,-29752,5,5,5,3,3,3,-0.131,4.788
0051 021,51,21,959965,3,1,1,11,12,0,2,-45624,3,4,3,2,2,2,-0.131,2.316
0051 022,51,22,600788,12,1,1,12,12,0,5,118378,3,4,4,3,4,3,-0.131,2.854
0051 023,51,23,1069537,4,1,1,11,31,1,4,80153,4,4,4,5,5,5,-0.131,4.734
0051 024,51,24,1031930,6,1,1,13,12,0,2,-87243,3,3,3,3,3,3,-0.131,4.075
0051 025,51,25,1021631,3,1,1,13,21,1,2,-68630,4,4,4,4,3,3,-0.131,5.844
0052 001,52,1,988081,3,1,1,13,21,0,1,-136386,3,4,3,3,2,2,-0.628,2.377
0052 002,52,2,1026443,3,1,1,11,11,1,3,-22561,4,4,4,4,4,4,-0.628,1.902
0052 003,52,3,1146001,3,1,1,31,11,1,3,-24246,3,3,3,3,3,3,-0.628,1.856
0052 004,52,4,855190,2,1,1,11,21,0,2,-91297,3,2,3,2,3,3,-0.628,2.737
0052 005,52,5,1032670,4,1,1,11,12,1,2,-37229,4,4,5,2,3,3,-0.628,3.483
0052 006,52,6,788370,7,1,1,31,21,1,4,32459,3,4,3,3,3,3,-0.628,3.881
0052 007,52,7,674398,4,1,1,21,21,1,4,41040,4,3,3,2,3,3,-0.628,2.785
0052 008,52,8,952655,5,1,1,12,11,0,1,-102403,3,3,3,4,5,4,-0.628,1.98
0052 009,52,9,1100542,9,1,1,32,11,0,3,8165,4,4,3,4,3,3,-0.628,0.618
0052 010,52,10,1074884,6,1,1,11,12,1,4,44651,5,4,5,5,5,5,-0.628,4.531
0052 011,52,11,1188598,2,1,1,11,11,0,3,-20226,4,4,3,4,3,4,-0.628,3.704
0052 012,52,12,1048470,3,1,1,11,21,1,3,-4682,4,4,4,4,3,3,-0.628,1.49
0052 013,52,13,1081250,9,1,1,11,22,1,3,1925,3,4,3,3,4,3,-0.628,3.583
0052 014,52,14,932664,5,1,1,12,12,1,4,60322,4,4,3,3,3,3,-0.628,2.666
0052 015,52,15,1008657,10,1,1,31,22,1,4,79241,3,3,4,4,3,3,-0.628,4.241
0052 016,52,16,1112130,5,1,1,13,22,0,3,5712,3,3,4,2,2,3,-0.628,1.326
0052 017,52,17,1195439,4,1,1,13,21,1,4,53532,4,4,4,4,5,4,-0.628,3.77
0052 018,52,18,1105132,3,1,1,13,22,0,1,-136199,3,3,4,2,3,3,-0.628,2.509
0052 019,52,19,1117150,3,1,1,12,11,0,1,-309794,2,2,1,3,3,3,-0.628,2.353
0052 020,52,20,925272,3,1,1,11,12,0,3,8585,3,3,3,2,2,3,-0.628,1.422
0052 021,52,21,1166342,5,1,1,12,22,0,1,-313093,3,4,3,3,3,3,-0.628,2.188
0052 022,52,22,880847,5,1,1,12,12,0,2,-68681,4,4,4,3,3,3,-0.628,2.96
0052 023,52,23,973577,7,1,1,11,11,0,1,-114855,4,3,4,1,2,2,-0.628,1.004
0052 024,52,24,970644,6,1,1,13,22,0,4,45001,3,3,2,3,3,3,-0.628,1.479
0052 025,52,25,972569,2,1,1,13,21,1,3,21496,3,3,3,4,3,3,-0.628,5.072
0053 001,53,1,1003638,7,1,1,21,12,1,3,21597,4,4,4,4,4,4,1.326,3.112
0053 002,53,2,939462,3,1,1,31,21,1,5,123384,4,3,3,3,4,3,1.326,4.014
0053 003,53,3,1133119,4,1,1,31,31,1,5,123908,3,4,3,3,2,3,1.326,3.996
0053 004,53,4,1052436,2,1,1,12,22,0,3,-20705,3,2,3,3,3,3,1.326,2.343
0053 005,53,5,838954,2,1,1,11,11,1,3,29915,4,4,5,3,3,3,1.326,4.74
0053 006,53,6,1214280,5,1,1,21,12,1,5,188091,4,5,4,3,3,3,1.326,3.428
0053 007,53,7,876955,4,1,1,31,31,1,5,165808,4,4,4,4,4,3,1.326,3.152
0053 008,53,8,885565,5,1,1,12,11,1,4,62792,4,3,5,3,3,3,1.326,1.628
0053 009,53,9,815928,5,1,1,32,22,1,4,91432,4,4,4,4,4,4,1.326,2.152
0053 010,53,10,913762,7,1,1,31,12,1,4,81471,4,4,3,4,4,4,1.326,3.947
0053 011,53,11,1041830,6,1,1,12,21,1,4,46782,5,4,5,4,4,4,1.326,4.713
0053 012,53,12,908288,10,1,1,11,12,1,4,56952,4,3,4,3,3,3,1.326,0.889
0053 013,53,13,891785,7,1,1,21,21,1,5,106440,4,4,4,3,4,4,1.326,3.753
0053 014,53,14,867887,3,1,1,11,22,0,5,173577,4,3,4,3,3,3,1.326,3.498
0053 015,53,15,698204,2,1,1,32,21,1,3,18456,4,3,4,3,4,4,1.326,3.147
0053 016,53,16,832619,3,1,1,31,11,1,3,19105,4,4,4,3,3,3,1.326,2.873
0053 017,53,17,1014331,5,1,1,21,11,1,4,87320,4,4,4,5,5,5,1.326,4.893
0053 018,53,18,944282,3,1,1,11,22,0,4,78621,4,3,3,4,4,4,1.326,2.733
0053 019,53,19,817105,3,1,1,31,11,0,3,24715,3,3,3,3,3,3,1.326,4.161
0053 020,53,20,1069421,7,1,1,12,12,1,5,163058,4,2,4,3,4,3,1.326,1.986
0053 021,53,21,1056395,4,1,1,21,22,1,5,158263,5,4,4,5,5,5,1.326,4.408
0053 022,53,22,1039095,7,1,1,12,21,0,5,118411,4,4,4,5,5,5,1.326,3.922
0053 023,53,23,823811,7,1,1,11,22,0,3,949,4,4,3,4,3,3,1.326,2.925
0053 024,53,24,995424,5,1,1,13,21,0,2,-64188,4,3,3,2,2,2,1.326,2.918
0053 025,53,25,874340,3,1,1,21,11,1,5,118454,4,3,4,3,3,4,1.326,3.185
0054 001,54,1,1048772,9,1,1,31,22,0,4,45036,3,3,2,3,2,3,0.453,1.6
0054 002,54,2,1083092,13,1,1,13,11,1,4,46682,4,3,4,4,3,4,0.453,1.489
0054 003,54,3,1068885,5,1,1,21,11,1,2,-34097,3,3,3,4,4,4,0.453,4.467
0054 004,54,4,907542,7,1,1,32,12,1,2,-33876,4,3,4,2,2,3,0.453,2.539
0054 005,54,5,1198217,6,1,1,32,11,1,5,248640,5,5,5,4,3,4,0.453,2.426
0054 006,54,6,1096154,6,1,1,11,11,0,3,-807,3,3,2,4,3,3,0.453,1.588
0054 007,54,7,971106,4,1,1,11,12,1,3,-6185,4,4,4,3,4,3,0.453,4.16
0054 008,54,8,862269,7,1,1,31,22,1,5,169450,5,4,4,4,3,4,0.453,3.625
0054 009,54,9,1156054,6,1,1,21,11,1,3,-10960,4,4,4,3,3,3,0.453,3.466
0054 010,54,10,998124,8,1,1,11,31,0,1,-109235,4,4,4,3,3,4,0.453,3.597
0054 011,54,11,1040374,7,1,1,12,22,1,3,11403,4,4,4,4,4,4,0.453,2.598
0054 012,54,12,1032246,5,1,1,32,21,1,4,47718,4,3,4,3,3,3,0.453,2.754
0054 013,54,13,1116858,4,1,1,32,22,0,2,-64119,3,3,3,2,2,2,0.453,2.578
0054 014,54,14,1007823,3,1,1,13,21,1,5,161541,4,4,4,3,3,3,0.453,2.42
0054 015,54,15,1093042,8,1,1,12,11,1,3,15959,3,3,3,3,3,2,0.453,2.569
0054 016,54,16,949521,3,1,1,11,12,1,4,42110,4,4,4,4,4,4,0.453,3.582
0054 017,54,17,753115,3,1,1,12,21,0,4,80214,4,5,3,4,4,4,0.453,6.456
0054 018,54,18,886182,3,1,1,11,22,1,4,95879,4,4,4,2,3,3,0.453,4.234
0054 019,54,19,1133282,3,1,1,11,11,1,3,4880,5,5,4,4,4,4,0.453,3.445
0054 020,54,20,918064,3,1,1,11,11,0,3,15612,4,3,4,3,2,4,0.453,2.575
0054 021,54,21,804430,4,1,1,11,21,1,2,-33273,3,3,3,2,2,2,0.453,2.737
0054 022,54,22,1148416,4,1,1,31,22,1,4,76106,3,3,4,3,3,3,0.453,2.507
0054 023,54,23,813147,5,1,1,12,12,1,5,155603,4,3,4,5,5,4,0.453,4.196
0054 024,54,24,1044861,3,1,1,32,22,1,1,-120026,2,3,3,2,3,3,0.453,3.397
0054 025,54,25,1056374,5,1,1,21,21,1,3,-19879,4,3,3,4,4,4,0.453,3.131
0055 001,55,1,1050602,3,1,1,11,11,1,5,113965,4,4,4,4,4,4,-0.77,4.664
0055 002,55,2,1070671,3,1,1,11,12,0,1,-232433,3,3,3,3,3,3,-0.77,1.602
0055 003,55,3,1018655,6,1,1,12,11,0,1,-190672,4,3,4,2,2,2,-0.77,1.123
0055 004,55,4,923168,5,1,1,31,21,0,2,-56532,3,4,5,4,4,4,-0.77,3.749
0055 005,55,5,1028327,3,1,1,31,21,1,1,-124243,3,3,3,2,2,2,-0.77,2.404
0055 006,55,6,859188,3,1,1,31,11,1,4,30436,4,4,4,2,3,3,-0.77,2.397
0055 007,55,7,1031793,6,1,1,11,22,1,1,-108923,2,3,3,5,5,5,-0.77,5.949
0055 008,55,8,1029301,4,1,1,12,21,0,2,-96882,4,4,4,3,3,3,-0.77,2.875
0055 009,55,9,995161,6,1,1,13,21,0,2,-80889,3,3,2,3,4,3,-0.77,2.269
0055 010,55,10,1069586,4,1,1,11,11,0,1,-109027,3,3,3,4,5,4,-0.77,1.652
0055 011,55,11,1195395,5,1,1,31,11,0,3,12376,3,3,4,3,3,3,-0.77,2.756
0055 012,55,12,899641,5,1,1,11,11,0,2,-52081,4,4,4,2,3,2,-0.77,2.034
0055 013,55,13,1078429,3,1,1,11,12,1,4,50568,4,3,3,4,5,4,-0.77,3.975
0055 014,55,14,1103009,4,1,1,21,21,0,4,61771,3,4,3,3,3,3,-0.77,1.873
0055 015,55,15,908603,7,1,1,11,31,1,3,-3176,4,4,4,4,4,4,-0.77,3.714
0055 016,55,16,1098498,2,1,1,21,21,0,1,-326694,2,2,3,1,2,2,-0.77,1.015
0055 017,55,17,1054495,9,1,1,31,12,0,3,16336,3,3,3,4,4,4,-0.77,1.94
0055 018,55,18,877993,6,1,1,21,21,0,1,-135826,3,3,3,3,3,4,-0.77,1.824
0055 019,55,19,1146259,5,1,1,21,21,1,3,-28008,4,4,4,3,3,3,-0.77,2.78
0055 020,55,20,961057,5,1,1,11,21,0,1,-134327,3,3,3,3,3,3,-0.77,2.885
0055 021,55,21,992566,9,1,1,13,31,1,4,69746,3,3,3,4,3,3,-0.77,2.441
0055 022,55,22,931099,7,1,1,11,21,0,1,-108612,3,4,4,3,2,2,-0.77,1.101
0055 023,55,23,1066384,6,1,1,12,12,1,3,-17395,4,4,4,3,3,3,-0.77,5.065
